index,crop,month,year,price,category
8718,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Sep,2022,361.33,FISH
8719,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Oct,2022,369.25,FISH
8720,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Nov,2022,369.04,FISH
8721,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Dec,2022,351.54,FISH
8722,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Annual,2022,358.1,FISH
8723,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Jan,2023,385.5,FISH
8724,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Feb,2023,392.48,FISH
8725,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Mar,2023,390.92,FISH
8726,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Apr,2023,391.75,FISH
8727,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",May,2023,382.17,FISH
8728,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Jun,2023,384.98,FISH
8729,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Jul,2023,384.88,FISH
8730,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Aug,2023,392.59,FISH
8731,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Sep,2023,392.06,FISH
8732,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Oct,2023,386.23,FISH
8733,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Nov,2023,380.29,FISH
8734,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Dec,2023,384.46,FISH
8735,"FRESH FISH, MACKEREL, TANIGUE, 1 KG",Annual,2023,387.36,FISH
8736,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jan,2020,181.57,FISH
8737,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Feb,2020,181.9,FISH
8738,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Mar,2020,180.78,FISH
8739,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Apr,2020,180.56,FISH
8740,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",May,2020,178.47,FISH
8741,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jun,2020,174.91,FISH
8742,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jul,2020,170.33,FISH
8743,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Aug,2020,166.23,FISH
8744,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Sep,2020,164.76,FISH
8745,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Oct,2020,166.43,FISH
8746,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Nov,2020,168.52,FISH
8747,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Dec,2020,170.07,FISH
8748,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Annual,2020,173.71,FISH
8749,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jan,2021,179.92,FISH
8750,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Feb,2021,184.16,FISH
8751,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Mar,2021,184.06,FISH
8752,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Apr,2021,186.76,FISH
8753,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",May,2021,186.89,FISH
8754,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jun,2021,187.35,FISH
8755,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jul,2021,181.68,FISH
8756,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Aug,2021,185.57,FISH
8757,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Sep,2021,184.59,FISH
8758,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Oct,2021,185.44,FISH
8759,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Nov,2021,186.01,FISH
8760,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Dec,2021,188.45,FISH
8761,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Annual,2021,185.07,FISH
8762,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jan,2022,200.37,FISH
8763,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Feb,2022,200.53,FISH
8764,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Mar,2022,200.63,FISH
8765,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Apr,2022,200.27,FISH
8766,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",May,2022,202.01,FISH
8767,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jun,2022,202.28,FISH
8768,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jul,2022,203.11,FISH
8769,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Aug,2022,201.5,FISH
8770,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Sep,2022,201.27,FISH
8771,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Oct,2022,200.32,FISH
8772,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Nov,2022,200.54,FISH
8773,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Dec,2022,203.34,FISH
8774,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Annual,2022,201.35,FISH
8775,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jan,2023,212.43,FISH
8776,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Feb,2023,215.26,FISH
8777,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Mar,2023,215.72,FISH
8778,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Apr,2023,214.49,FISH
8779,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",May,2023,214.56,FISH
8780,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jun,2023,212.04,FISH
8781,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Jul,2023,207.9,FISH
8782,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Aug,2023,209.81,FISH
8783,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Sep,2023,210.95,FISH
8784,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Oct,2023,213.69,FISH
8785,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Nov,2023,214.9,FISH
8786,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Dec,2023,214.55,FISH
8787,"FRESH FISH, MILKFISH, BANGUS, MEDIUM, 1 KG",Annual,2023,213.03,FISH
8788,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jan,2020,257.27,FISH
8789,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Feb,2020,254.15,FISH
8790,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Mar,2020,250.33,FISH
8791,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Apr,2020,242.41,FISH
8792,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",May,2020,243.7,FISH
8793,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jun,2020,238.23,FISH
8794,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jul,2020,239.08,FISH
8795,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Aug,2020,236.19,FISH
8796,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Sep,2020,237.63,FISH
8797,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Oct,2020,229.52,FISH
8798,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Nov,2020,229.26,FISH
8799,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Dec,2020,241.17,FISH
8800,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Annual,2020,241.58,FISH
8801,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jan,2021,265.1,FISH
8802,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Feb,2021,277.9,FISH
8803,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Mar,2021,267.49,FISH
8804,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Apr,2021,263.67,FISH
8805,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",May,2021,259.06,FISH
8806,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jun,2021,261.71,FISH
8807,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jul,2021,254.76,FISH
8808,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Aug,2021,264.71,FISH
8809,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Sep,2021,261.52,FISH
8810,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Oct,2021,262.37,FISH
8811,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Nov,2021,272.12,FISH
8812,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Dec,2021,283.36,FISH
8813,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Annual,2021,266.15,FISH
8814,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jan,2022,295.43,FISH
8815,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Feb,2022,292.47,FISH
8816,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Mar,2022,294.32,FISH
8817,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Apr,2022,293.09,FISH
8818,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",May,2022,292.15,FISH
8819,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jun,2022,287.83,FISH
8820,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jul,2022,290.88,FISH
8821,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Aug,2022,295.39,FISH
8822,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Sep,2022,295.23,FISH
8823,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Oct,2022,299.3,FISH
8824,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Nov,2022,299.8,FISH
8825,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Dec,2022,301.53,FISH
8826,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Annual,2022,294.79,FISH
8827,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jan,2023,317.56,FISH
8828,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Feb,2023,318.22,FISH
8829,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Mar,2023,313.55,FISH
8830,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Apr,2023,300.83,FISH
8831,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",May,2023,297.89,FISH
8832,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jun,2023,299.45,FISH
8833,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Jul,2023,297.45,FISH
8834,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Aug,2023,303.16,FISH
8835,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Sep,2023,305.37,FISH
8836,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Oct,2023,309.67,FISH
8837,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Nov,2023,307.75,FISH
8838,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Dec,2023,310.93,FISH
8839,"FRESH FISH, NEMIMTERID, BISUGO, MEDIUM, 1 KG",Annual,2023,306.82,FISH
8840,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jan,2020,181.93,FISH
8841,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Feb,2020,177.35,FISH
8842,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Mar,2020,171.42,FISH
8843,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Apr,2020,166.3,FISH
8844,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",May,2020,159.83,FISH
8845,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jun,2020,155.09,FISH
8846,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jul,2020,151.42,FISH
8847,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Aug,2020,152.92,FISH
8848,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Sep,2020,155.37,FISH
8849,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Oct,2020,157.85,FISH
8850,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Nov,2020,169.22,FISH
8851,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Dec,2020,177.33,FISH
8852,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Annual,2020,164.67,FISH
8853,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jan,2021,186.68,FISH
8854,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Feb,2021,189.23,FISH
8855,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Mar,2021,186.9,FISH
8856,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Apr,2021,185.29,FISH
8857,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",May,2021,182.51,FISH
8858,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jun,2021,180.82,FISH
8859,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jul,2021,175.87,FISH
8860,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Aug,2021,183.41,FISH
8861,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Sep,2021,178.87,FISH
8862,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Oct,2021,180.45,FISH
8863,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Nov,2021,184.84,FISH
8864,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Dec,2021,190.04,FISH
8865,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Annual,2021,183.74,FISH
8866,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jan,2022,201.17,FISH
8867,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Feb,2022,190.85,FISH
8868,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Mar,2022,190.4,FISH
8869,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Apr,2022,192.56,FISH
8870,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",May,2022,190.65,FISH
8871,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jun,2022,192.56,FISH
8872,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jul,2022,196.11,FISH
8873,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Aug,2022,193.29,FISH
8874,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Sep,2022,195.12,FISH
8875,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Oct,2022,194.55,FISH
8876,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Nov,2022,200.8,FISH
8877,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Dec,2022,200.68,FISH
8878,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Annual,2022,194.89,FISH
8879,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jan,2023,214.09,FISH
8880,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Feb,2023,214.65,FISH
8881,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Mar,2023,214.25,FISH
8882,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Apr,2023,201.1,FISH
8883,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",May,2023,197,FISH
8884,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jun,2023,201.82,FISH
8885,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Jul,2023,198.82,FISH
8886,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Aug,2023,205.12,FISH
8887,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Sep,2023,204.65,FISH
8888,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Oct,2023,202.66,FISH
8889,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Nov,2023,205.65,FISH
8890,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Dec,2023,202.75,FISH
8891,"FRESH FISH, ROUND SCAD, GALUNGGONG, MEDIUM, 1 KG",Annual,2023,205.22,FISH
8892,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jan,2020,93.43,FISH
8893,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Feb,2020,97.36,FISH
8894,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Mar,2020,95.37,FISH
8895,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Apr,2020,94.04,FISH
8896,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",May,2020,88.26,FISH
8897,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jun,2020,85.15,FISH
8898,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jul,2020,82.97,FISH
8899,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Aug,2020,84.59,FISH
8900,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Sep,2020,85.48,FISH
8901,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Oct,2020,87.39,FISH
8902,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Nov,2020,90.06,FISH
8903,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Dec,2020,86.97,FISH
8904,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Annual,2020,89.26,FISH
8905,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jan,2021,82.2,FISH
8906,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Feb,2021,81.13,FISH
8907,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Mar,2021,82.05,FISH
8908,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Apr,2021,77.95,FISH
8909,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",May,2021,75.31,FISH
8910,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jun,2021,70.02,FISH
8911,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jul,2021,68.13,FISH
8912,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Aug,2021,69.71,FISH
8913,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Sep,2021,70.08,FISH
8914,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Oct,2021,72.67,FISH
8915,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Nov,2021,71.33,FISH
8916,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Dec,2021,70,FISH
8917,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Annual,2021,74.22,FISH
8918,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jan,2022,86.97,FISH
8919,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Feb,2022,81.07,FISH
8920,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Mar,2022,80.18,FISH
8921,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Apr,2022,80.43,FISH
8922,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",May,2022,80.67,FISH
8923,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jun,2022,73.4,FISH
8924,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jul,2022,73.78,FISH
8925,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Aug,2022,74.15,FISH
8926,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Sep,2022,74.58,FISH
8927,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Oct,2022,74.93,FISH
8928,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Nov,2022,77.92,FISH
8929,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Dec,2022,74.51,FISH
8930,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Annual,2022,77.72,FISH
8931,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jan,2023,83.08,FISH
8932,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Feb,2023,83.3,FISH
8933,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Mar,2023,81.87,FISH
8934,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Apr,2023,79.74,FISH
8935,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",May,2023,76.78,FISH
8936,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jun,2023,79.7,FISH
8937,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Jul,2023,80.71,FISH
8938,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Aug,2023,82.04,FISH
8939,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Sep,2023,83.63,FISH
8940,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Oct,2023,83.96,FISH
8941,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Nov,2023,82.96,FISH
8942,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Dec,2023,82.23,FISH
8943,"FRESH FISH, SARDINE, TAMBAN (TUNSOY), MEDIUM, 1 KG",Annual,2023,81.67,FISH
8944,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Jan,2020,90.32,FISH
8945,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Feb,2020,88.94,FISH
8946,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Mar,2020,86.56,FISH
8947,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Apr,2020,82.95,FISH
8948,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",May,2020,76.26,FISH
8949,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Jun,2020,75.21,FISH
8950,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Jul,2020,74.66,FISH
8951,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Aug,2020,75.49,FISH
8952,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Sep,2020,78.02,FISH
8953,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Oct,2020,76.7,FISH
8954,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Nov,2020,80.35,FISH
8955,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Dec,2020,81.8,FISH
8956,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Annual,2020,80.6,FISH
8957,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Jan,2021,89.33,FISH
8958,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Feb,2021,91.89,FISH
8959,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Mar,2021,92.38,FISH
8960,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Apr,2021,91.53,FISH
8961,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",May,2021,90.94,FISH
8962,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Jun,2021,86.87,FISH
8963,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Jul,2021,83.28,FISH
8964,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Aug,2021,90.74,FISH
8965,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Sep,2021,85.91,FISH
8966,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Oct,2021,85.38,FISH
8967,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Nov,2021,87.77,FISH
8968,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Dec,2021,92.48,FISH
8969,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Annual,2021,89.04,FISH
8970,"FRESH FISH, SARDINE, TAMBAN, MEDIUM, 1 KG",Jan,2022,102.26,FISH
